;pubmed_id;title;keywords;journal;abstract;conclusions;methods;results;copyrights;doi;publication_date;authors
261;30413154;Comparison of clinical outcomes of toric intraocular lens, Precizon vs Tecnis: a single center randomized controlled trial.;['Astigmatism', 'Intraocular Lens', 'Precizon', 'Tecnis', 'Toric'];BMC ophthalmology;"To compare the clinical outcome of Precizon toric intraocular lens (IOL) (Ophtec Inc.) to that of Tecnis toric IOL (Abbott Medical Optics Inc.).
This randomized comparative study included 40 eyes (Precizon, 20 eyes; Tecnis, 20 eyes) of 40 patients with visually significant cataract and corneal astigmatism who underwent cataract surgery. Changes in uncorrected distant visual acuity (UCDVA), best corrected distant visual acuity (BCDVA), uncorrected intermediate visual acuity (UCIVA), refraction, residual astigmatism, rotation of the IOL axis, and higher order aberrations at 3 months postoperatively were evaluated. Vector analysis was performed using the Alpins method.
Both groups showed significant reduction in refractive astigmatism after the surgery (Precizon: - 1.06 ± 0.94 Diopter (D) to - 0.31 ± 0.29 D, p = 0.042; Tecnis: - 1.83 ± 1.29 D to - 0.41 ± 0.33 D, p = 0.015). There was no significant (p > 0.05) difference in postoperative UCDVA, BCDVA, or residual astigmatism between the two groups, although a tendency of better UCIVA was observed in the Precizon group. Vector analysis parameters showed no statistically significant difference beween groups(P > 0.05). Significant difference in rotation of toric IOL axis was found between the two groups (Precizon: 1.50° ± 0.84, Tecnis: 2.56° ± 0.68, p = 0.010). Spherical aberration in the Precizon group was significantly (p = 0.005) lower than that in the Tecnis group.
The Precizon toric IOL group had better rotational stability at 3-month postoperatively. Both Precizon toric IOL and Tecnis toric IOL could be effectively used by cataract surgeons to correct preexisting corneal astigmatism through cataract surgery.
http://clinicaltrials.gov , NCT03085901 , retrospectively registered on 21 March 2017.";;;"Both groups showed significant reduction in refractive astigmatism after the surgery (Precizon: - 1.06 ± 0.94 Diopter (D) to - 0.31 ± 0.29 D, p = 0.042; Tecnis: - 1.83 ± 1.29 D to - 0.41 ± 0.33 D, p = 0.015). There was no significant (p > 0.05) difference in postoperative UCDVA, BCDVA, or residual astigmatism between the two groups, although a tendency of better UCIVA was observed in the Precizon group. Vector analysis parameters showed no statistically significant difference beween groups(P > 0.05). Significant difference in rotation of toric IOL axis was found between the two groups (Precizon: 1.50° ± 0.84, Tecnis: 2.56° ± 0.68, p = 0.010). Spherical aberration in the Precizon group was significantly (p = 0.005) lower than that in the Tecnis group.";;10.1186/s12886-018-0955-3;2018-11-11;[{'lastname': 'Jung', 'firstname': 'Na Yeon', 'initials': 'NY', 'affiliation': 'Department of Ophthalmology, Samsung Medical Center, Sungkyunkwan University School of Medicine, #81 Irwon-ro, Gangnam-gu, Seoul, 06351, Korea.'}, {'lastname': 'Lim', 'firstname': 'Dong Hui', 'initials': 'DH', 'affiliation': 'Department of Ophthalmology, Samsung Medical Center, Sungkyunkwan University School of Medicine, #81 Irwon-ro, Gangnam-gu, Seoul, 06351, Korea.\nDepartment of Preventive Medicine, Graduate School, The Catholic University of Korea, Seoul, Korea.'}, {'lastname': 'Hwang', 'firstname': 'Sung Soon', 'initials': 'SS', 'affiliation': 'Department of Ophthalmology, Samsung Medical Center, Sungkyunkwan University School of Medicine, #81 Irwon-ro, Gangnam-gu, Seoul, 06351, Korea.'}, {'lastname': 'Hyun', 'firstname': 'Joo', 'initials': 'J', 'affiliation': 'Department of Ophthalmology, Samsung Medical Center, Sungkyunkwan University School of Medicine, #81 Irwon-ro, Gangnam-gu, Seoul, 06351, Korea.\nDepartment of Ophthalmology, Saevit Eye Hospital, Goyang, Korea.'}, {'lastname': 'Chung', 'firstname': 'Tae-Young', 'initials': 'TY', 'affiliation': 'Department of Ophthalmology, Samsung Medical Center, Sungkyunkwan University School of Medicine, #81 Irwon-ro, Gangnam-gu, Seoul, 06351, Korea. tychung@skku.edu.'}]
262;30413145;Pseudophakic mini-monovision: high patient satisfaction, reduced spectacle dependence, and low cost.;[];BMC ophthalmology;"Cataract surgery with pseudophakic mini-monovision has lower out-of-pocket patient expense than premium multifocal intraocular lenses (IOL). The purpose of this study was to evaluate patient-reported satisfaction and spectacle dependence for key activities of daily living after cataract surgery with pseudophakic mini-monovision. The study also examined statistical relationships between patient demographic variables, visual acuity and satisfaction.
Prospective cohort study of 56 patients (112 eyes) who underwent bilateral cataract surgery with pseudophakic mini-monovision. Mini-monovision corrects one eye for distance vision and the other eye is focused at near with - 0.75 to - 1.75 D of myopia. All patients with 1 diopter or greater of corneal astigmatism had a monofocal toric IOLs implanted or limbal relaxing incision. The main study outcomes were assessed at the last follow-up appointment and included refraction, visual acuity, patient reported spectacle use, and patient satisfaction. Descriptive statistics, correlation matrixes and Pearson's chi-square tests were examined.
Uncorrected visual acuity was significantly better post-operatively. Most patients reported the surgery met their expectations for decreased dependence on spectacles (93%). Most patients report little or no use of spectacles post-operatively for computer use (93%), distance viewing (93%) and general use throughout the day (87%). A small number of patients report spectacle use for reading (9%) and night driving (18%). There were no relationships detected between demographic variables and visual acuity or patient satisfaction.
Aging of the population presents one of the biggest challenges in the health sector, which includes a rising number of individuals with chronic vision impairment and increased demand for accessible treatment strategies. Cataract surgery with pseudophakic mini-monovision results in high patient satisfaction and considerable reduction in spectacle dependence. Pseudophakic mini-monovision technique is a low-cost, valuable option for patients who would like to reduce dependence on spectacles post-operatively and should be considered along with premium multifocal IOLs in options available for patients based on their needs, preferences and clinical indicators. Reducing spectacle dependence with the pseudophakic mini-monovision technique could improve the functionality, independence and quality of life for many patients who are unsuitable or are unable to pay additional fees associated with premium multifocal IOLs.";;;Uncorrected visual acuity was significantly better post-operatively. Most patients reported the surgery met their expectations for decreased dependence on spectacles (93%). Most patients report little or no use of spectacles post-operatively for computer use (93%), distance viewing (93%) and general use throughout the day (87%). A small number of patients report spectacle use for reading (9%) and night driving (18%). There were no relationships detected between demographic variables and visual acuity or patient satisfaction.;;10.1186/s12886-018-0963-3;2018-11-11;[{'lastname': 'Goldberg', 'firstname': 'Debora Goetz', 'initials': 'DG', 'affiliation': 'Department of Health Administration and Policy, George Mason University Peterson Family Health Sciences Hall, 4400 University Drive, MS: 1J3, Fairfax, Virginia, 22030, USA. dgoldbe4@gmu.edu.'}, {'lastname': 'Goldberg', 'firstname': 'Michael H', 'initials': 'MH', 'affiliation': 'Eye Consultants of Northern Virginia, 8134 Old Keene Mill Rd., Ste. 300, Springfield, VA, 22152, USA.'}, {'lastname': 'Shah', 'firstname': 'Riddhi', 'initials': 'R', 'affiliation': 'Department of Health Administration and Policy, George Mason University Peterson Family Health Sciences Hall, 4400 University Drive, MS: 1J3, Fairfax, Virginia, 22030, USA.'}, {'lastname': 'Meagher', 'firstname': 'Jane N', 'initials': 'JN', 'affiliation': 'Eye Consultants of Northern Virginia, 8134 Old Keene Mill Rd., Ste. 300, Springfield, VA, 22152, USA.'}, {'lastname': 'Ailani', 'firstname': 'Haresh', 'initials': 'H', 'affiliation': 'Eye Consultants of Northern Virginia, 8134 Old Keene Mill Rd., Ste. 300, Springfield, VA, 22152, USA.'}]
263;30395673;Comparison of Two Modified Sutureless Techniques of Scleral Fixation of Intraocular Lens.;[];Ophthalmic surgery, lasers & imaging retina;"To compare the visual outcome and complications of two different sutureless scleral-fixated intraocular lens (IOL) implantation techniques, that is, intrascleral IOL fixation technique and modified Yamane's technique of scleral fixation of IOL.
Patients who underwent scleral fixation of IOL (SFIOL) from June 2015 to February 2017 with more than 6 months of follow-up were examined retrospectively. Improvement in visual acuity (VA), intraocular pressure (IOP) measurements, endothelial cell count, central macular thickness (CMT), and intraoperative/postoperative complications were compared at 6 months follow-up.
Seventy eyes were analyzed. The mean follow-up was 10.5 months ± 1.5 months. The final visual outcomes in both groups, modified intrascleral IOL fixation technique (Group A, n = 30) and modified Yamane's technique (Group B, n = 40), were comparable. The indications for surgery were aphakia (n = 15), subluxated/dislocated cataract (n = 31), and dislocated/subluxated IOL (n = 24). The majority of the eyes (92%) improved to VA 0.3 logMAR units or better. The uncorrected distance visual acuity (UDVA), endothelial cell density, and CMT at the 6-month follow-up were comparable in both groups. Postoperatively, transient IOP rise occurred in 18 eyes, retinal detachment in one eye, vitreous hemorrhage in one eye, cystoid macular edema in two eyes, and mild IOL decentration in two eyes.
Both techniques have favorable visual outcomes; however, modified 27-gauge needle-assisted Yamane's technique is technically superior because of its transconjunctival approach and less surgical time, and its needle-assisted approach for haptic externalization prevents haptic damage during externalization. [Ophthalmic Surg Lasers Imaging Retina. 2018;49:e129-e134.].";"Both techniques have favorable visual outcomes; however, modified 27-gauge needle-assisted Yamane's technique is technically superior because of its transconjunctival approach and less surgical time, and its needle-assisted approach for haptic externalization prevents haptic damage during externalization. [Ophthalmic Surg Lasers Imaging Retina. 2018;49:e129-e134.].";;Seventy eyes were analyzed. The mean follow-up was 10.5 months ± 1.5 months. The final visual outcomes in both groups, modified intrascleral IOL fixation technique (Group A, n = 30) and modified Yamane's technique (Group B, n = 40), were comparable. The indications for surgery were aphakia (n = 15), subluxated/dislocated cataract (n = 31), and dislocated/subluxated IOL (n = 24). The majority of the eyes (92%) improved to VA 0.3 logMAR units or better. The uncorrected distance visual acuity (UDVA), endothelial cell density, and CMT at the 6-month follow-up were comparable in both groups. Postoperatively, transient IOP rise occurred in 18 eyes, retinal detachment in one eye, vitreous hemorrhage in one eye, cystoid macular edema in two eyes, and mild IOL decentration in two eyes.;Copyright 2018, SLACK Incorporated.;10.3928/23258160-20181002-15;2018-11-06;[{'lastname': 'Kelkar', 'firstname': 'Aditya', 'initials': 'A', 'affiliation': None}, {'lastname': 'Kelkar', 'firstname': 'Jai', 'initials': 'J', 'affiliation': None}, {'lastname': 'Kothari', 'firstname': 'Akshay', 'initials': 'A', 'affiliation': None}, {'lastname': 'Mehta', 'firstname': 'Hetal', 'initials': 'H', 'affiliation': None}, {'lastname': 'Chitale', 'firstname': 'Sampada', 'initials': 'S', 'affiliation': None}, {'lastname': 'Fogla', 'firstname': 'Rajesh', 'initials': 'R', 'affiliation': None}, {'lastname': 'Kelkar', 'firstname': 'Shreekant', 'initials': 'S', 'affiliation': None}]
264;30391156;Straylight in posterior polar cataract.;[];Journal of cataract and refractive surgery;"To study straylight before and after posterior polar cataract removal.
Academic Medical Center, Amsterdam, the Netherlands.
Prospective case series.
Patients diagnosed with posterior polar cataract who agreed to cataract surgery were included in the study. Intraocular straylight was measured before and after surgery with the compensation comparison method using a straylight meter (C-Quant).
Measurements were performed on 8 eyes of 4 patients. The mean preoperative corrected distance visual acuity was relatively good (0.15 logarithm of the minimum angle of resolution [logMAR] ± 0.18 (SD). The mean postoperative CDVA was -0.08 ± 0.09 logMAR (P < .01). The mean preoperative straylight was extreme (2.01 ± 0.38 log[s]), 13 times that of a young normal eye; however, it improved postoperatively to 1.04 ± 0.26 log(s) (P < .01).
Straylight in eyes with posterior polar cataract patients can be extremely bothersome, while visual acuity is relatively well preserved. Surgery was effective in lowering straylight levels. For these patients, straylight measurements can help objectively measure the quality of vision complaints, and elevated straylight levels can be an indication for surgery independent of visual acuity.";;;"Measurements were performed on 8 eyes of 4 patients. The mean preoperative corrected distance visual acuity was relatively good (0.15 logarithm of the minimum angle of resolution [logMAR] ± 0.18 (SD). The mean postoperative CDVA was -0.08 ± 0.09 logMAR (P < .01). The mean preoperative straylight was extreme (2.01 ± 0.38 log[s]), 13 times that of a young normal eye; however, it improved postoperatively to 1.04 ± 0.26 log(s) (P < .01).";Copyright © 2018 ASCRS and ESCRS. Published by Elsevier Inc. All rights reserved.;10.1016/j.jcrs.2018.08.035;2018-11-06;"[{'lastname': 'de Jong', 'firstname': 'Bram', 'initials': 'B', 'affiliation': 'University of Amsterdam, Faculty of Medicine, Amsterdam, the Netherlands.'}, {'lastname': 'van der Meulen', 'firstname': 'Ivanka J', 'initials': 'IJ', 'affiliation': 'Department of Ophthalmology, Academic Medical Center, Amsterdam, the Netherlands; Retina Total Eye Care, Driebergen, the Netherlands. Electronic address: i.j.vandermeulen@amc.uva.nl.'}, {'lastname': 'Lapid-Gortzak', 'firstname': 'Ruth', 'initials': 'R', 'affiliation': 'Department of Ophthalmology, Academic Medical Center, Amsterdam, the Netherlands; Retina Total Eye Care, Driebergen, the Netherlands.'}, {'lastname': 'van den Berg', 'firstname': 'Thomas J', 'initials': 'TJ', 'affiliation': 'Institute for Neuroscience, Royal Netherlands Academy of Arts and Sciences, Amsterdam, the Netherlands.'}]"
265;30391155;Banded technique for pediatric traumatic cataract surgery.;[];Journal of cataract and refractive surgery;We describe a technique for pediatric traumatic cataract management in cases in which part of the anterior capsule has been ruptured. The technique requires creating a 2-incision push-pull capsulorhexis in the intact anterior capsule. The capsulorhexis is made in a manner that converts the edge of the ruptured anterior capsule into a band of capsule that holds the intraocular lens (IOL) in the bag, reducing the incidence of early, intermediate, or late postoperative lens-iris capture. It also reduces the chances of IOL displacement.;;;;Copyright © 2018 ASCRS and ESCRS. Published by Elsevier Inc. All rights reserved.;10.1016/j.jcrs.2018.08.028;2018-11-06;"[{'lastname': 'Chowdhary', 'firstname': 'Somya', 'initials': 'S', 'affiliation': ""UPMC Eye Center, Children's Hospital of Pittsburgh UPMC, Pittsburgh, Pennsylvania, USA.""}, {'lastname': 'Nischal', 'firstname': 'Ken K', 'initials': 'KK', 'affiliation': ""UPMC Eye Center, Children's Hospital of Pittsburgh UPMC, Pittsburgh, Pennsylvania, USA; Department of Ophthalmology, University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, USA; School of Medicine, University of Pittsburgh, Pittsburgh, Pennsylvania, USA. Electronic address: nischalkk@upmc.edu.""}]"
266;30391153;Single-suture single-knot ab interno cyclopexy for extensive posttraumatic cyclodialysis: Modified sewing machine technique.;[];Journal of cataract and refractive surgery;We describe a modified sewing machine technique that is ab interno and minimally invasive. The single-suture, single-knot endocyclopexy (internal suture fixation) is performed to correct cyclodialysis. This inside-out technique is an alternative to existing standard cleft repair procedures, such as external direct/indirect cyclopexy and endocyclotamponade (internal mechanical tamponade using extraneous agents). Results in 1 case indicate that the modified technique can be used as a primary procedure and in eyes in which previous cyclopexy failed.;;;;Copyright © 2018 ASCRS and ESCRS. Published by Elsevier Inc. All rights reserved.;10.1016/j.jcrs.2018.08.031;2018-11-06;[{'lastname': 'Gupta', 'firstname': 'Shikha', 'initials': 'S', 'affiliation': 'Glaucoma Services, Dr. Rajendra Prasad Centre for Ophthalmic Sciences, All India Institute of Medical Sciences, New Delhi, India. Electronic address: dr.shikhagupta84@gmail.com.'}, {'lastname': 'Selvan', 'firstname': 'Harathy', 'initials': 'H', 'affiliation': 'Glaucoma Services, Dr. Rajendra Prasad Centre for Ophthalmic Sciences, All India Institute of Medical Sciences, New Delhi, India.'}, {'lastname': 'Gupta', 'firstname': 'Viney', 'initials': 'V', 'affiliation': 'Glaucoma Services, Dr. Rajendra Prasad Centre for Ophthalmic Sciences, All India Institute of Medical Sciences, New Delhi, India.'}]
268;30389448;5-year outcomes after primary intraocular lens implantation in children aged 2 years or younger with congenital or infantile cataract: findings from the IoLunder2 prospective inception cohort study.;[];The Lancet. Child & adolescent health;"International initiatives to prevent childhood blindness have highlighted the importance of early, effective intervention for congenital and infantile cataract. In the UK, intraocular lens implantation has been widely adopted by surgeons to treat these conditions. However, evidence about the benefits and risks of this technique in different age groups is limited. The IoLunder2 study assessed outcomes following primary intraocular lens implantation in children aged 2 years and younger with congenital or infantile cataract.
The IoLunder2 study was a prospective observational cohort study done at 31 sites in the UK and Ireland. Eligible children were aged 2 years or younger who had cataract surgery concurrently with intraocular lens implantation or conventional treatment (aphakic correction with contact lenses or glasses) after cataract surgery between Jan 1, 2009, and Dec 31, 2010. Children with significant ocular comorbidity precluding lens implantation, defined by the presence of complex persistent fetal vasculature, other ocular structural anomalies, severe microcornea (horizontal corneal diameter <9·5 mm), or severe microphthalmos (axial length <16 mm), were excluded from the analysis of the key outcomes. Postoperative visual rehabilitation was assessed at 1, 3, and 5 years after surgery with a 4m logarithm of the minimum angle of resolution (logMAR) notation test. Best corrected visual outcome (acuity) overall was assessed 5 years after surgery for children with bilateral and unilateral cataract. We also used multivariable logistic and linear regression to model the association between intraocular lens implantation and outcomes of interest (vision, glaucoma, and visual axis opacity).
A total of 256 eligible children were recruited; two had incomplete data and were excluded. 158 of the 254 included children (102 [65%] with bilateral cataract and 56 [35%] with unilateral cataract) had no significant ocular morbidity and were analysed for the key outcomes. Primary intraocular lens implantation was done in 88 (56%) of 158 children (50 children with bilateral cataract and 38 children with unilateral cataract). 70 (44%) of 158 children had conventional treatment (52 with bilateral cataract and 18 with unilateral cataract). Overall median visual acuity at 5 years was 0·34 logMAR (IQR 0·20-0·54) for children with bilateral cataract and 0·70 logMAR (IQR 0·3-1·3) in the operated eye for children with unilateral cataract. Primary intraocular lens implantation was not associated with better visual outcome than conventional treatment in children with bilateral cataract (adjusted coefficient -0·1, 95% CI -0·5 to 0·3, p=0·48) or unilateral cataract (adjusted coefficient -0·3, -0·6 to 0·2, p=0·36), or reduced incidence of postoperative glaucoma in children with bilateral cataract (adjusted odds ratio [OR] 0·5, 0·10 to 1·80, p=0·28), but was associated with a five times higher risk of reoperation for visual axis opacity requiring general anaesthesia in children with bilateral cataract (adjusted OR 5·94, 95% CI 2·14-16·47, p=0·001) and a 20 times higher risk in children with unilateral cataract (20·15, 3·01-134·00, p=0·001).
The findings of this cohort study indicate that intraocular lens implantation does not confer better vision or protection against postoperative glaucoma, and conversely increases the risk of requiring early reoperation in children younger than 2 years with bilateral or unilateral cataract. The routine use of intraocular lens implantation in this age group cannot be recommended.
National Institute for Health Research, Ulverscroft Foundation, and the Academy of Medical Sciences.";;;;Copyright © 2018 Elsevier Ltd. All rights reserved.;10.1016/S2352-4642(18)30317-1;2018-11-06;"[{'lastname': 'Solebo', 'firstname': 'Ameenat Lola', 'initials': 'AL', 'affiliation': 'Life Course Epidemiology and Biostatistics Section, UCL Great Ormond Street Institute of Child Health, University College London, London, UK; UCL Institute of Ophthalmology, University College London, London, UK; Great Ormond Street Hospital NHS Foundation Trust, London, UK; NIHR Moorfields Eye Hospital Biomedical Research Centre, London, UK; Moorfields Eye Hospital NHS Foundation Trust, London, UK.'}, {'lastname': 'Cumberland', 'firstname': 'Phillippa', 'initials': 'P', 'affiliation': 'Life Course Epidemiology and Biostatistics Section, UCL Great Ormond Street Institute of Child Health, University College London, London, UK; NIHR Great Ormond Street Hospital Biomedical Research Centre, London, UK.'}, {'lastname': 'Rahi', 'firstname': 'Jugnoo S', 'initials': 'JS', 'affiliation': 'Life Course Epidemiology and Biostatistics Section, UCL Great Ormond Street Institute of Child Health, University College London, London, UK; UCL Institute of Ophthalmology, University College London, London, UK; Great Ormond Street Hospital NHS Foundation Trust, London, UK; NIHR Moorfields Eye Hospital Biomedical Research Centre, London, UK; Moorfields Eye Hospital NHS Foundation Trust, London, UK; NIHR Great Ormond Street Hospital Biomedical Research Centre, London, UK. Electronic address: j.rahi@ucl.ac.uk.'}, {'lastname': None, 'firstname': None, 'initials': None, 'affiliation': None}]"
269;30389372;Incorporating Optical Coherence Tomography in the Cataract Preoperative Armamentarium: Additional Need or Additional Burden?;[];American journal of ophthalmology;"To determine the usefulness of preoperative optical coherence tomography (OCT) examination to detect asymptomatic macular abnormalities in patients scheduled for cataract surgery.
Design: Prospective, interventional case series.
Iladevi Cataract and Visakha Eye Center, Ahmedabad, India.
Patients undergoing cataract surgery and intraocular lens (IOL) implantation for senile cataracts. Preoperatively no retinal/macular pathology was identified on clinical evaluation.
All eyes underwent macular 5-line raster evaluation using spectral-domain OCT before and after cataract surgery (monthly for 3 months). Central subfield thickness (CST) analysis was done.
The primary outcome measure was determining the incidence of asymptomatic retinal lesions on OCT examination in clinically ""normal"" maculas. Secondary outcome measures included documenting change in corrected distance visual acuity and OCT thickness postoperatively.
A total of 1444 eyes were evaluated. OCT revealed asymptomatic lesions in 133 (9.21%) patients. At 3 months, all eyes showed significant median visual improvement (from 0.45 ± 0.13 logMAR to 0.06 ± 0.08 logMAR; P = .015) and insignificant median CST change (from 223.34 ± 21.1 μm to 249.12 ± 19.24 μm; P = .19). One eye showed increased vitreomacular traction (3 months). Patients with asymptomatic lesions did not have significantly worse postoperative visual outcomes at 3 months (from 0.52 ± 0.16 logMAR to 0.14 ± 0.1 logMAR; P = .12).
A total of 9.21% patients with clinically normal maculas had subtle pathology detected on OCT, but this subset of patients did not have worse postoperative visual outcomes compared to eyes with normal OCT scans. Thus, a careful pre-cataract surgery fundus examination remains an essential part of the presurgical patient evaluation.";A total of 9.21% patients with clinically normal maculas had subtle pathology detected on OCT, but this subset of patients did not have worse postoperative visual outcomes compared to eyes with normal OCT scans. Thus, a careful pre-cataract surgery fundus examination remains an essential part of the presurgical patient evaluation.;;"A total of 1444 eyes were evaluated. OCT revealed asymptomatic lesions in 133 (9.21%) patients. At 3 months, all eyes showed significant median visual improvement (from 0.45 ± 0.13 logMAR to 0.06 ± 0.08 logMAR; P = .015) and insignificant median CST change (from 223.34 ± 21.1 μm to 249.12 ± 19.24 μm; P = .19). One eye showed increased vitreomacular traction (3 months). Patients with asymptomatic lesions did not have significantly worse postoperative visual outcomes at 3 months (from 0.52 ± 0.16 logMAR to 0.14 ± 0.1 logMAR; P = .12).";Copyright © 2018 Elsevier Inc. All rights reserved.;10.1016/j.ajo.2018.10.025;2018-11-06;[{'lastname': 'Sudhalkar', 'firstname': 'Aditya', 'initials': 'A', 'affiliation': 'Raghudeep Eye Hospital, Iladevi Cataract Centre, Ahmedabad, India. Electronic address: adityasudhalkar@yahoo.com.'}, {'lastname': 'Vasavada', 'firstname': 'Viraj', 'initials': 'V', 'affiliation': 'Raghudeep Eye Hospital, Iladevi Cataract Centre, Ahmedabad, India.'}, {'lastname': 'Bhojwani', 'firstname': 'Deepak', 'initials': 'D', 'affiliation': 'Raghudeep Eye Hospital, Iladevi Cataract Centre, Ahmedabad, India.'}, {'lastname': 'Raju', 'firstname': 'C V Gopal', 'initials': 'CVG', 'affiliation': 'Visakha Eye Centre, Peddawaltair, Visakhapatnam, India.'}, {'lastname': 'Vasudev', 'firstname': 'P', 'initials': 'P', 'affiliation': 'Visakha Eye Centre, Peddawaltair, Visakhapatnam, India.'}, {'lastname': 'Jain', 'firstname': 'Shraddha', 'initials': 'S', 'affiliation': 'Raghudeep Eye Hospital, Iladevi Cataract Centre, Ahmedabad, India.'}, {'lastname': 'Praveen', 'firstname': 'Mamidipudi R', 'initials': 'MR', 'affiliation': 'Visakha Eye Centre, Peddawaltair, Visakhapatnam, India.'}]
270;30373403;Comparative Analysis of One-Handed and Two-Handed Coaxial Phacoemulsification with 2.4-mm Clear Corneal Incision.;['One-handed', 'central corneal thickness', 'corneal endothelial cell', 'corneal volume', 'phacoemulsification', 'surgically induced astigmatism'];Current eye research;"To compare the efficiency and safety of one-handed and two-handed coaxial phacoemulsification Material and Methods: Patients with cataracts underwent one-handed (one-handed group) or two-handed coaxial phacoemulsification (two-handed group) with a 2.4-mm clear corneal incision. Intraoperative phaco parameters, total surgical time, postoperative visual acuity, surgically induced astigmatism (SIA), corneal volume (CV), central corneal thickness (CCT) and corneal endothelial cell counts/size were compared between the two groups.
Each group comprised 105 eyes. There were no significant differences in the intraoperative phaco parameters and total surgical time between the two groups (all p > 0.05). Visual outcomes were significantly better in the one-handed group than in the two-handed group 1 week postoperatively (all p< 0.05) but not 1 month postoperatively. There was no significant difference in SIA between the two groups 1 week (p = 0.695) or 1 month postoperatively (p = 0.772). CV, CCT and endothelial cell loss were significantly lower in the one-handed group than in the two-handed group 1 week postoperatively (CV: p = 0.004; CCT: p = 0.046; endothelial cell loss: p = 0.021), but the above differences were absent 1 month postoperatively except for endothelial cell loss (endothelial cell loss: p = 0.038).
Both one-handed and two-handed coaxial phacoemulsification were effective and safe surgical techniques. However, the one-handed technique had the advantages of less trauma to the cornea and better early clinical outcomes than the two-handed technique for cataract patients within nuclear opalescence (NO) 3 grade ≤ 3.";;;"Each group comprised 105 eyes. There were no significant differences in the intraoperative phaco parameters and total surgical time between the two groups (all p > 0.05). Visual outcomes were significantly better in the one-handed group than in the two-handed group 1 week postoperatively (all p< 0.05) but not 1 month postoperatively. There was no significant difference in SIA between the two groups 1 week (p = 0.695) or 1 month postoperatively (p = 0.772). CV, CCT and endothelial cell loss were significantly lower in the one-handed group than in the two-handed group 1 week postoperatively (CV: p = 0.004; CCT: p = 0.046; endothelial cell loss: p = 0.021), but the above differences were absent 1 month postoperatively except for endothelial cell loss (endothelial cell loss: p = 0.038).";;10.1080/02713683.2018.1542733;2018-10-31;"[{'lastname': 'Li', 'firstname': 'Panpan', 'initials': 'P', 'affiliation': ""a Eye Institute , Affiliated Hospital of Nantong University , Nantong , Jiangsu , China.\nb Department of Ophthalmology , The First People's Hospital of Nantong , Nantong , Jiangsu , China.""}, {'lastname': 'Wu', 'firstname': 'Jian', 'initials': 'J', 'affiliation': 'a Eye Institute , Affiliated Hospital of Nantong University , Nantong , Jiangsu , China.'}, {'lastname': 'Guan', 'firstname': 'Yu', 'initials': 'Y', 'affiliation': 'a Eye Institute , Affiliated Hospital of Nantong University , Nantong , Jiangsu , China.'}, {'lastname': 'Lu', 'firstname': 'Zhirong', 'initials': 'Z', 'affiliation': 'a Eye Institute , Affiliated Hospital of Nantong University , Nantong , Jiangsu , China.'}, {'lastname': 'Xue', 'firstname': 'Ying', 'initials': 'Y', 'affiliation': 'a Eye Institute , Affiliated Hospital of Nantong University , Nantong , Jiangsu , China.'}, {'lastname': 'Ji', 'firstname': 'Min', 'initials': 'M', 'affiliation': 'a Eye Institute , Affiliated Hospital of Nantong University , Nantong , Jiangsu , China.'}, {'lastname': 'Guan', 'firstname': 'Huaijin', 'initials': 'H', 'affiliation': 'a Eye Institute , Affiliated Hospital of Nantong University , Nantong , Jiangsu , China.'}]"
273;30355872;Phacoemulsification in phakic iris-claw lens with cataract.;['Artisan', 'iris-claw', 'phacoemulsification', 'phakic'];Indian journal of ophthalmology;In this new technique of cataract surgery in patients with iris-fixated phakic intraocular lens with cataract, phakic IOL is explanted at the end of surgery. Phakic IOL remains stable and securely enclaved to the iris during phacoemulsification which is performed through a small 2.2 mm incision. Endothelial protection is provided by viscodispersive OVD above the phakic IOL and space for surgery is created by high molecular weight viscocohesive OVD beneath the phakic IOL. This technique provides significant advantages from the previously described techniques in terms of chamber stability, endothelial protection, iris trauma and surgical ease.;;;;;10.4103/ijo.IJO_423_18;2018-10-26;[{'lastname': 'Khokhar', 'firstname': 'Sudarshan', 'initials': 'S', 'affiliation': 'Dr. Rajendra Prasad Centre for Ophthalmic Sciences, AIIMS, New Delhi, India.'}, {'lastname': 'Mahabir', 'firstname': 'Manish', 'initials': 'M', 'affiliation': 'Dr. Rajendra Prasad Centre for Ophthalmic Sciences, AIIMS, New Delhi, India.'}]
